artists,artist_popularity_api,artist_peak_popularity,artist_track_count
Robin de Jesus,45.0,45,1
Robin Hustin;TobiMorrow;Jex,64.0,64,1
Robin S,47.33,69,3
Robin Schulz;David Guetta,17.28,76,124
Robin Spielberg,30.33,50,3
Robin Thicke;T.I.;Pharrell Williams,76.0,76,1
Robinho;Ferrugem,44.0,44,1
Roboflex,44.0,44,1
Robson Nascimento,26.5,28,2
Robyn,53.5,64,2
Robyn Hitchcock & The Egyptians,21.67,23,3
Rocco,33.0,66,2
Rochak Kohli;Arijit Singh,67.0,72,6
Rock 'n' Rainbow,17.0,45,5
Rock Of Ages Cast;Amy Spanger;Constantine Maroulis,25.0,26,2
Rocket Rockers,39.6,41,5
Rockfolket,34.0,34,1
Rockin' Ryan & The Real Goners,24.0,24,2
Roctonic SA;Home-Mad Djz,27.0,27,1
Rod Stewart,0.21,2,29
Roderick Porter,56.75,58,4
Rodg,52.0,52,1
Rodney Carrington,22.83,26,12
Rodolfo Abrantes,41.14,45,14
Rodolfo Biagi,0.0,0,1
Rodolfo Biagi Y Su Orquesta Tipica,16.0,16,1
Rodox,36.67,40,6
Rodrigo Amarante,65.5,66,2
Rodrigo Azevedo;Fernandinho,45.0,45,2
Rodrigo Deem,32.0,39,2
Rodrigo Miallaret,35.0,35,1
Rodrigo Mozart,27.29,32,7
Rodrigo y Gabriela,50.0,50,1
Rodrigo Zin,41.0,41,2
Rodriguez Jr.,41.75,51,8
Rodriguinho,45.21,56,14
rody dünyada,38.0,38,2
Roedelius;Arnold Kasar,49.0,49,1
RoelBeat;Alexander Alar,35.67,42,3
Roffe Ruff,24.52,32,29
Rogér Fakhr,51.0,52,3
Rogério Samora;Jim Cummings;Cucha Cavalheiro;Adriano Luz,22.0,22,1
Roger Bart,30.21,65,14
Roger Eno;Scoring Berlin,39.17,53,6
Roger & Gustavo;Kamisa 10,48.0,48,1
Roger Miller,0.0,0,1
Roger Sanchez;Oliver Heldens,55.0,55,1
Roger Shah;Adrina Thorpe;Yelow,22.5,45,2
Rogerio Flausino;Baby Do Brasil;Sérgio Mendes,18.0,18,1
Rogers,35.0,35,1
Rogue,45.0,46,5
Rogue Zero,23.0,26,2
Rohan Kamath,42.0,42,2
Rohit Gopalakrishnan;MC Mushti;Jazadin;Kalai Mk,46.0,46,1
Rohit John Chettri,44.0,44,1
Rohit Matt;Marthyan,42.0,42,1
Rohit Shakya;Sajjan Raj Vaidya,48.0,48,1
Rojin Sharafi,0.36,4,22
Rokazer,37.0,37,1
Roland Clark,0.0,0,2
Rolando Carrasco Segovia,21.0,21,1
Rolando Laserie,29.33,30,3
Rolando Villazón;Wiener Sängerknaben;Schubert Akademie;Gerald Wirth,0.0,0,1
Rolandz,36.0,36,1
Rolf Wikström,35.0,35,2
Rolf Zuckowski,30.16,43,50
Rollergirl,58.0,58,1
Rollin Hand,38.0,38,1
Romántica Milonguera,17.3,19,10
Roméo Elvis,34.0,36,3
Roman Müller;Ellysse Mason,53.0,57,3
Roman Messer,39.29,51,7
Roman Tam,23.17,28,6
Romanthony,9.24,31,29
Romare,61.0,61,1
Romeo;Saliboy,34.0,34,1
Romeo Void,24.5,27,2
Rompasso,56.5,59,4
Romperayo,20.5,30,6
Ron Flatter,11.6,43,5
Ron Gallo,59.0,59,1
Ron Pope,59.33,68,6
Ron Trent,10.6,38,40
Ron White,25.2,29,10
Ron with Leeds,18.0,18,1
Ronald Borjas,34.86,40,7
Ronald Cheng,48.0,50,2
Ronald El Killa;Antuan,40.5,41,4
Ronaldo Bezerra,38.0,38,1
Ronaldo E Os Barcellos,42.0,42,1
Ronaldo Viola e João Carvalho,48.0,48,1
Ronan Hardiman,29.33,46,3
Rone,17.33,48,6
Ronghao Li,54.11,61,9
Roni Size,16.24,45,34
Ronnie Bowman,23.5,25,2
Ronnie Hawkins,23.0,23,1
Ronnie Lovejoy,31.0,31,1
Ronnie Self,23.0,23,1
Ronnie Von,37.0,37,1
Ronny & Ragge,46.0,46,1
Rono,46.0,46,3
Ronzo;COMFY,65.0,65,1
Roo Panes,54.57,62,7
Room 5,45.0,59,2
Rooney,50.0,50,1
Roop Kumar Rathod,65.17,71,6
Roosevelt,47.0,58,5
Rootkit;Anna Yvette,49.0,50,5
Roots Manuva,21.48,51,23
Roots Radics;Toots & The Maytals,28.0,28,1
Rory Block,25.5,26,2
Rory Gallagher,57.0,60,4
ROSÉ,72.0,72,2
Rosa Anschütz;Kobosil,58.0,58,1
Rosa de Saron,43.53,48,19
Rosa Neon,39.0,39,1
Rosa Tattooada,37.67,39,3
Rosalie.;Jan-Rapowanie,35.0,35,1
Rosana,31.29,41,7
Rosario,9.33,28,3
Rosario Dawson;Taye Diggs;Idina Menzel;Jesse L. Martin;Adam Pascal;Tracie Thoms;Anthony Rapp;Wilson Jermaine Heredia,40.0,59,2
Rose Funeral,20.71,23,7
Rose Laurens,32.0,32,1
Rose Liu,57.0,57,1
Rose Nascimento,44.53,48,17
Rose Royce,7.25,29,4
Rose's Pawn Shop,12.75,17,4
Roses & Frey,53.5,58,4
Rosetta Arroyo,64.0,64,1
Roshan Jamrock;Arunraja Kamaraj,32.0,47,3
Roshan Sebastian,55.0,68,16
Rosi Golan,42.0,43,2
Rosie Thomas;The Shins;Sufjan Stevens;Josh Ottum,51.0,51,1
Ross Copperman,50.75,56,8
Ross from Friends,53.0,53,1
ROT,11.0,11,1
Rota,39.5,42,6
Rotersand,22.33,23,3
Rotlaus,44.12,48,8
Rotten Mind,24.0,24,1
Rotten Sound,13.0,13,1
ROTTENGRAFFTY,25.8,49,5
Rotterdam Termination Source,16.0,16,1
Rotterdam Terror Corps,21.27,29,11
Rotting Christ,28.33,46,24
Roupa Nova,43.41,50,37
Route 94,51.0,73,8
Rovalio,46.11,66,9
Rowek,24.0,24,1
Roxette,72.0,78,4
Roy Davis Jr.,11.19,52,27
Roy Orbison,58.53,73,19
Roy Scott,12.0,13,2
Roy Woods,10.71,75,7
Royal Blood,13.47,67,60
Royal Club,38.0,39,2
Royal Concertgebouw Orchestra;Antal Doráti,0.0,0,1
Royal Deluxe,49.67,51,3
Royal Headache,24.14,28,7
Royal Republic,41.4,62,10
Royal & the Serpent,23.58,70,24
"Royce Da 5'9""",54.0,57,2
Rozalén;Estopa,63.0,63,1
Roze Don;Aalvero;Marksman,32.0,32,1
Rozei,50.0,58,2
ROZES,0.0,0,1
RPM,43.67,45,3
Rrodney,57.0,57,1
RUANN,39.0,39,1
Rub!k,46.0,46,1
Rubén Blades,30.0,35,6
Rubén Juárez,23.25,38,4
Rubel;Adriana Calcanhotto,41.0,41,1
Ruben de Ronde;Zack Evans,41.0,48,3
Ruby Fields,27.33,31,3
Ruco Chan,19.0,19,1
Rude-α,56.5,59,2
Rude Convict;Hyjacked;MC Raise,21.67,23,3
Rudimental;Jess Glynne;Macklemore;Dan Caplen,10.61,73,41
Rudra,52.25,59,4
Rudy Vallee and His Connecticut Yankees,28.0,28,1
Ruel,67.83,71,6
Ruelle,71.0,71,3
Ruffneck;Yavahn;Sharam Jey;Kolombo,24.0,24,1
Rufi-O;Lily Potter,66.0,66,2
Rufus Wainwright,6.4,62,20
Ruggero Leoncavallo;Andrea Bocelli;London Symphony Orchestra;Lorin Maazel,21.5,23,4
Ruido Blanco Hart;Ondas Alfa;Música de concentración profunda,24.0,27,6
Ruku Suna,30.38,38,8
Rumatera,36.0,36,1
Rumbavana,37.0,37,1
Rumer,0.0,0,3
Run–D.M.C.,35.67,70,3
Runa Laila,43.67,51,3
Runaway Boys,24.0,24,1
Rune RK;Firebeatz,58.0,58,1
Runtown,36.0,58,3
Rupee,33.75,56,4
Rupert Gregson-Williams,48.0,53,4
Rush,46.5,73,6
Rusha & Blizza,53.8,59,5
Rusko,41.33,50,3
Russ Conway,12.33,14,3
RUSSELL!,61.0,61,1
Russell Dickerson,67.0,67,1
Russell Peters,29.0,30,2
Russell Watson,19.8,21,5
Russian Red,40.0,40,1
Rustage,43.24,53,46
Rusted Root,69.33,70,3
Rusty Evans,14.0,14,1
Ruth B.,85.5,90,2
Ruth Sahanaya,40.0,40,2
Ruvlo;AFTERMYFALL,40.0,40,1
Rvfv,74.6,79,5
RVIVR,32.0,32,1
Rvssian;Rauw Alejandro;Chris Brown,57.91,80,11
RWND,23.5,26,2
Rxseboy,51.25,62,8
RY X,34.0,34,1
Ryan Belleville,20.0,20,1
Ryan Caraveo,65.0,65,1
Ryan Crosson;Guti,6.0,6,1
Ryan Dalton,23.0,23,1
Ryan Elliott,10.83,20,6
Ryan McCartan,49.33,67,3
Ryan Montbleau,35.0,35,1
Ryan Oakes,57.5,59,2
Ryan Paris,31.0,31,1
Ryan Sickler,20.83,22,6
Ryan Stewart,19.0,19,1
Ryan Stout,20.75,23,4
RyanDan,44.0,44,1
Rybičky 48,38.38,43,16
Rygin King,24.0,30,35
Ryllz,63.0,63,1
RYLO,42.0,42,1
Ryn Weaver,61.0,61,1
Ryoko Hirosue,33.75,38,4
Ryokuoushoku Shakai,62.0,62,1
Ryoma Maeda,10.0,11,3
Ryos;Allisa Rose,52.0,55,2
Rytikal,19.33,21,3
Ryuichi Sakamoto;Lang Lang,28.0,58,6
Ryuji Imaichi,22.79,30,19
Ryusei Nakao;Yutaka Oda;Kozo Shioya;MAYUMI SUZUKI;Yoshito Yasuhara,24.0,24,1
RYUTist,18.0,18,1
龍藏Ryuzo,21.5,23,2
Rzee,35.0,35,2
RZO,41.67,43,3
RZRKT,44.0,44,2
μ's,37.0,37,1
S.A. Finest,31.0,31,1
S.H.E,46.33,50,6
S.H.I.T.,25.0,25,1
Säkert!,36.0,37,2
Sølace,50.25,57,4
Sólstafir,19.0,21,9
S N U G;Dyrean,55.0,55,1
Síntese,44.0,44,1
São Paulo Ska Jazz;Ken Stewart,19.5,22,2
S.P.Y,18.11,23,9
Só Pra Contrariar,44.5,49,16
Søren Launbjerg;Louise Norby,27.5,33,2
Sérgio Lopes,39.75,40,4
Sérgio Mendes;Black Eyed Peas,64.0,64,1
Sérgio Reis,45.3,49,10
Sérgio Reis e Filhos,47.5,53,4
Sérgio Sampaio,36.0,36,1
S. Sowmya,31.0,31,2
S.U.N. Project;Atomic Pulse,30.0,30,1
Sözer Sepetçi;Samet Yıldırım,41.0,41,1
S3RL,31.65,58,51
Åsa Jinder;Cajsa Stina Åkerström,35.0,35,1
Saaj Bhatt,65.0,65,1
Saba Alizadeh,3.0,11,11
SABAI;Hoang;Claire Ridgely,63.0,63,1
Sabaton,66.4,69,10
Sabbat,19.0,20,2
Sabbotage,14.12,32,8
Sabhankra,17.0,17,1
Sabino,53.0,53,2
Sabke Morde,0.0,0,6
Sabo Tan,17.5,31,2
Sabotage;Chorão,45.93,49,15
Sabri Brothers,28.75,38,4
Sabrina Carpenter,73.0,73,1
Sabrina Lopes;MAR ABERTO,39.0,39,1
Sabrina Weckerlin,21.75,23,4
Sachet-Parampara;Sachet Tandon,78.0,78,1
Sachet Tandon,67.86,71,7
Sachin-Jigar;Arijit Singh;Priya Saraiya,63.77,73,13
Sachin Warrier,35.57,60,23
Sachsenberg,17.0,17,1
Saco;Sebastiën,64.0,65,2
Sacred Spirit,53.0,53,1
sad alex,55.2,59,5
Sad Park,26.0,26,1
Sad Saturno,36.0,36,2
SadBois;Tom Konway;Livingston Crain,33.0,33,2
SadBoyProlific,60.5,74,10
Sade,64.09,70,11
sadeyes,51.0,62,23
SadGirl,51.0,51,1
Sadhu Kochu Kunju Upadesi,24.22,32,9
Sadness,36.67,41,3
Saeed Dehghan,3.2,16,15
Saez,32.5,34,2
SAF;Jul,37.0,37,1
SafetySuit,52.0,52,1
Sagaz,43.0,43,1
Sagopa Kajmer,38.5,42,16
sagun;Shiloh Dynasty,62.5,71,4
Sahalé,41.0,41,1
Sahara Hotnights,23.0,23,1
Sahil Arun,57.0,57,1
Sahir Ali Bagga;Beena Khan,59.0,59,1
Saian,41.27,48,11
Saib,57.0,60,2
Saicharan;Ritesh G Rao;Chiranjeevi;Salman Khan,17.0,17,1
Said The Sky;Kwesi,46.23,58,39
Saigon;Corbett;Lecrae,40.0,40,1
Saigon Kick,54.0,54,1
Sail & Weep,46.25,50,4
Sailors Of The 7 Seas,62.0,62,1
Sain,43.0,43,1
Saindhavi;G. V. Prakash,64.0,68,3
Saint Abdullah,5.33,6,3
Saint Chaos;Sam Tinnesz,60.0,60,1
Saint Etienne,39.0,39,1
SAINt JHN,70.0,81,3
Saint Motel,69.33,70,3
SAINT PHNX;Jasmine Thompson,57.0,57,1
Saint Punk,43.0,58,4
Sainte,65.0,71,7
Sainte Vie,53.0,53,1
Saison,4.0,4,2
Sajanka,35.04,53,24
Sajeer Koppam,32.27,51,33
Sajid-Wajid;Mamta Sharma;Sarosh Sami,43.0,58,2
Sajjan Raj Vaidya,48.36,54,25
Sak Noel;Salvi;Franklin Dam,61.0,61,2
sakanaction,33.0,33,1
Sako Isoyan;Irina Makosh,48.0,48,1
Sakura Fujiwara,27.67,29,3
Sakurako Ohara,20.0,24,19
Sakurakou K-ON Bu,50.0,50,1
Sal Houdini,45.0,45,1
Salebarbes,42.25,45,4
Saleem,21.21,24,14
salem ilese,17.23,76,61
Salgadinho;Jeito Moleque,42.33,43,3
Salif Keita,2.8,9,5
Salim–Sulaiman,46.53,71,83
Sally Yeh,28.38,45,8
Salman Elahi,57.0,57,3
Salman Khan,59.0,59,1
Salon Victoria,37.5,43,10
Salsa Kids,28.0,28,1
Salsangroove,32.0,35,2
Salserin,28.5,30,6
Salty Snacks,38.0,38,1
Salva Ortega,30.0,30,1
Salvador Andrades,22.0,22,1
Salvador Da Rima;MC Ryan SP,45.33,47,3
Salvatore Scire;Luise Lunow,31.0,31,1
salvia palth,71.5,77,4
Salzband,40.5,41,2
Sam Brown,33.5,39,2
Sam Bush,20.0,20,1
Sam C.S.;Anirudh Ravichander;Shakthisree Gopalan,67.0,67,1
Sam & Dave,0.0,0,4
Sam Feldt;RANI,69.12,74,8
Sam Fender,0.62,2,8
Sam Hui,21.4,23,5
Sam Hunt,18.0,72,4
Sam Kim,71.0,71,1
Sam Laxton,18.0,18,1
Sam Lee,46.5,56,4
Sam MacPherson,59.0,60,4
Sam Paganini,54.25,60,8
Sam Palladio,40.0,40,1
Sam Smith,11.38,100,50
Sam Tinnesz,59.21,76,14
Sam Wills;Honey Mooncie,63.2,68,5
Samael,19.79,25,29
Samahita Narang,37.0,37,1
Samantha Barks,34.67,52,3
Samantha J,34.8,38,5
Samantha Lam,31.5,41,2
Samar Mehdi,44.0,44,4
Samarinen,38.33,44,3
Sambô,40.08,48,13
Samba da Vela,36.0,38,2
Samba De Dom,46.89,56,9
Samba De Raiz,37.77,42,13
Samba Pra Gente,40.0,40,1
Sambabook;Criolo,18.0,18,1
SAMBATA,56.0,56,1
Sambomaster,48.0,59,4
Sami Aarva;Kuoro - Aladdin,19.0,19,1
Sami Arva;Ulla Hakola,25.0,25,1
Sami Muni,60.0,60,1
Samiam,38.83,43,6
Samir,18.0,18,1
Samm Henshaw,58.0,60,3
Sammi Cheng,30.6,50,5
Sammy Davis Jr.,0.0,0,8
sammy rash,56.64,64,14
Samo104,40.0,40,1
Sampa Crew,43.0,43,2
Samprazer,44.0,45,2
Samuca e a Selva,22.87,36,23
Samuel E. Wright;Disney,53.75,69,12
Samuel Félix,50.0,50,1
Samuel Kim,46.45,61,29
Samuel Mariano,41.0,43,4
Samuel Messias,43.92,51,13
Samuel Mizrahy,26.5,35,4
Samuel Organ,39.0,39,1
Samuel Shipway,28.0,28,1
Samuraï;Belén Aguilera,58.0,58,1
San Holo,51.78,61,9
San Jaimt,38.0,38,1
Sanah Moidutty,45.88,55,24
Sanam,72.0,72,1
Sanam Marvi;Rahat Fateh Ali Khan,34.0,34,1
Sanchez,18.67,29,3
Sanchezz DJ;MC Meno Dani;DJ PANDISK;DJ GUSTAVO DA VS;DJ Jeeh FDC,50.0,50,1
Sanctus Real,60.67,66,3
Sandee Chan,40.0,40,1
Sander van Doorn;Martin Garrix;DVBBS;Aleesia,42.5,49,6
Sander W.;Tudor,54.0,54,1
Sandesh Shandilya;Sonu Nigam;Alka Yagnik,59.5,60,2
Sandie Shaw,0.0,0,2
Sandra,50.0,64,7
Sandra De Sá,42.7,46,10
Sandra Luna,23.75,27,4
Sandro Cavazza,51.5,67,6
Sandro Silva;Quintino;Garmiani,56.0,56,1
Sandy,42.06,47,16
Sandy Lam,44.29,57,7
Sandy Marton,59.0,59,1
Sandy Posey,52.0,52,1
SanGan;Hiphop Tamizha,39.0,39,1
Sangeeth,36.33,45,3
Sangeetha Katti,33.5,34,2
Sangeetha Rajeev,44.5,47,2
Sangue de Bode,18.0,18,1
Sanish Nair,49.0,49,1
SANITO;lityway,39.0,39,1
Sanja Göransson,63.0,66,2
Sanjay S Yadav,59.0,59,1
Sanjay Subrahmanyan,32.0,32,2
Sanjeeta Bhattacharya;Dhruv Visvanath,34.0,35,4
Sanjeev Abhyankar,32.0,32,1
Sanjeev T;Shweta Mohan,35.67,38,3
Sanjin;Garmiani,41.0,42,2
Sanna Aalto,58.0,58,1
Sanna Nielsen,52.0,52,1
SANNA NORTH,29.0,29,1
Sannex,35.5,38,2
Sansar Salvo,41.0,44,2
Sant;LP Beatzz;Costa Gold,46.25,50,4
Santa Esmeralda,59.0,59,1
Santabarbara,30.5,32,2
Santana,64.62,69,8
"Santanna ""O Cantador""",40.4,44,5
Santanu Sahu,28.0,30,2
Santesh,32.29,39,7
Santhosh Dhayanidhi;Rakshita Suresh,65.0,65,1
Santhosh Narayanan,61.87,79,15
Santiago Ceron,27.0,27,1
Santino Fontana,24.83,31,6
Santo;OLIVIA VENNER,38.0,38,1
Saor,17.0,17,1
Saosin,60.0,60,2
Sara Bareilles,63.62,73,8
Sara Costa,56.67,58,3
Sara Farell,44.56,52,9
Sara Kays,16.39,76,51
Sara Ramirez,32.75,56,4
Sara Skinner;Lost Sky,63.0,63,1
Sara Watkins,49.0,55,3
Sarah Beatriz,45.33,47,3
Sarah Brightman,26.0,39,9
Sarah Charles Lewis;Tuck Everlasting Original Broadway Cast Ensemble,27.0,31,4
Sarah Connor,0.0,0,29
Sarah Cothran,65.33,76,6
Sarah Farias,43.9,49,10
Sarah Gayle Meech,14.0,16,2
Sarah Jane Morris;Papik;Micky More & Andy Tee,0.0,0,1
Sarah Jarosz,37.18,61,11
Sarah Kang,53.0,62,8
Sarah Klang,39.0,39,1
Sarah Meow;Shiloh,58.89,64,9
Sarah Oliveira,29.22,37,9
Sarah Spring,56.0,56,1
Sarah Téibo,21.83,26,6
"Sarah, the Illstrumentalist",17.64,48,87
Sarah Vaughan,0.0,0,2
Sarah Watson,36.0,36,1
Sarantis,25.0,26,4
Sarastus,18.33,21,3
Saratoga,27.0,27,1
Sarcófago,21.6,31,10
Sarcastic Sounds,55.84,63,19
Sardool Sikander,35.0,35,2
Sargeist,17.0,17,4
Sarkodie;Donae'o;Idris Elba,26.0,52,2
SarrSew,2.75,5,4
Sarz;DJ Tunez;Flash,11.75,47,4
sasanomaly,55.5,56,4
Sascha Braemer,20.67,22,3
Sascha Funke,44.67,45,3
Sash!,59.0,67,3
Sasha Alex Sloan,71.17,80,6
Sasha Carassi;Davide Famularo;8Kays,30.0,30,1
Sasi The Don;Rabbit Mac,27.5,29,2
Sasso;L'Allemand,34.0,34,1
SASUKE,24.0,24,1
Satélite Kingston,34.0,35,2
Satanicpornocultshop,34.0,46,4
SATCF,38.0,38,2
Sathyaprakash;VM Mahalingam;Nakul Abhyankar,67.33,73,3
Satin Jackets,57.0,57,1
Satinder Sartaaj,60.5,64,2
Satoshi Imano,29.5,30,2
Satoshi Takebe,52.33,54,3
Sattas,40.0,40,1
SATTHIA,32.0,39,5
Saturnus,39.0,39,1
SATV Music,51.5,52,2
Satwant Kaur;Kudrat Kaur,35.0,35,1
Satyricon,26.0,52,7
Saucy Dog,52.0,52,1
Saul El Jaguar Alarcón,42.5,43,2
Saul Williams,24.0,24,1
Saulo Duarte e a Unidade;Saulo Duarte;Klaus Sena;João Leão;Beto Gibbs,41.0,41,1
Saurom,26.33,28,3
Savage;Akon,41.0,41,1
Savage Bops,40.0,47,2
Savage Hands,52.5,55,2
Savannah De Lucia,59.0,59,1
Savasana,65.0,65,1
Saves The Day,31.0,31,1
Saving Abel,70.0,70,1
Savoy;Roniit,45.0,45,1
Savoy Brown,50.0,50,1
SawanoHiroyuki[nZk];Laco,56.8,61,5
Sawyer Brown,40.0,40,1
Saxity,27.2,28,5
Say Ocean,37.0,37,2
Say Yes Dog,49.0,49,1
Sayaka Yamamoto,21.4,26,10
Sayama,27.0,27,1
Sayanora Philip,27.5,30,2
Sayanth S,48.0,53,2
Sayedar;Önder Şahin,40.0,40,1
Sayian Jimmy;El Tigre García;Melora1n;Ribele;skillstayla,40.67,42,3
Saylee Talwalkar,38.0,38,1
Sayulita,63.67,66,3
Sayuri,50.92,67,12
Scabtik,0.0,0,2
Scan 7,11.12,20,8
SCANDAL,49.31,55,13
Scar Symmetry,22.5,23,2
Scarface;Johnny P;2Pac,58.0,58,1
Scarlet Flair,30.0,30,1
Scarra,23.0,23,1
Scary Bitches,22.5,23,2
Scary Kids Scaring Kids,26.75,28,4
Scasca,35.0,35,1
SCH,37.0,37,1
Schäfer Heinrich,30.0,30,2
Schürze,26.25,31,4
Schiller;Jan Blomqvist,48.0,48,1
Schmutzki,40.0,40,1
Schokkverliebt,30.0,30,1
Schwesta Ewa,40.0,41,2
Schytts,36.0,36,1
Schyzo,38.38,44,13
Sci-Clone,16.0,16,1
ScimmiaSka,31.5,32,2
Scintillante,60.0,60,1
Scooter,25.41,62,169
Scope DJ,20.0,20,1
Scorpio,19.0,19,1
Scorpions,45.47,79,51
Scorz,49.71,55,7
Scotch,30.0,30,1
Scott Bradlee's Postmodern Jukebox;Haley Reinhart,59.0,59,1
Scott Brown,17.0,19,7
Scott Cossu,20.0,20,1
Scott H. Biram,30.33,31,3
Scott Hamilton,0.5,1,2
Scott Nygaard,22.0,22,1
Scott Rill;Dayana,56.0,56,1
Scotty McCreery,0.0,0,1
Scowl,28.0,28,1
Scracho,46.0,47,3
Screamer,19.0,19,1
Screaming Trees,25.0,25,1
Screeching Weasel,24.95,32,20
SCREEN mode,52.0,52,1
Scum of the Earth,22.0,22,1
SDP,28.0,43,6
SE,12.67,20,3
Señor Kino,36.0,36,1
Señor Trepador,54.0,54,1
Sea of Lettuce,56.0,56,1
Sea of Waves,66.0,66,1
Sea Smile,31.0,31,2
Seaforth,59.0,59,1
Seafret,58.54,90,13
Seal,29.6,74,15
SEAMO,42.25,48,4
Sean Banan,36.0,36,1
Sean Deason,5.0,5,1
Sean Finn,4.0,44,11
Sean Harkness,21.5,23,2
Sean Kingston;Justin Bieber,75.0,75,2
Sean Lock,21.0,21,1
Sean Paul,41.39,83,76
Sean Roldan;Pradeep Kumar;Nithyashree Venkataramanan,63.33,66,3
Sean Tizzle,55.0,55,1
Seaweed,25.0,25,1
Sebastián Escofet,47.0,47,1
Sebastian Bach,50.0,50,1
Sebastian Ingrosso;Tommy Trash;John Martin,65.33,67,3
Sebastian Kamae;Mindr,58.0,58,1
Sebastian Maniscalco,24.0,26,5
Sebastian Mullaert,8.5,17,2
Sebastian Plano,0.0,0,1
Sebastian Stakset;Alex Ceesay,36.5,38,2
Sebastian Yatra,9.3,81,66
Sebastien;Hagedorn,44.25,55,4
Sebjak;Fahlberg,52.0,52,1
Sebo K;Max Moya,21.0,21,1
Sebua Tawa Dan Cerita,29.0,29,1
Sech;Daddy Yankee;J Balvin;ROSALÍA;Farruko,76.0,76,3
Secondcity,40.5,52,4
Secondhand Serenade,57.71,64,7
Secos & Molhados,21.0,42,2
Secret Agent 23 Skidoo,13.55,27,11
Secret Frequency Crew,10.0,10,1
Secret Garden,46.67,58,18
SECRET NUMBER,66.0,66,1
Section 1;Rave Channel,21.33,22,3
See Siang Wong,48.0,48,1
See You Next Tuesday,24.0,24,2
Seeb;Julie Bergan,0.0,0,3
Seedhe Maut;Sez on the Beat,49.41,56,17
Seefeel,15.25,27,4
Seekae,26.33,70,15
Seether,60.56,75,16
Seething Fuck Patties,24.0,24,1
Sefa,27.0,54,4
Sega Bodega,43.8,49,5
Seguridad Social,59.0,61,2
Sehabe;Yeis Sensura,41.5,43,2
Seikima-II,22.19,27,21
Seiko Matsuda,26.41,41,120
Seiko Oomori,33.31,56,13
Seinabo Sey,5.15,65,13
Seizo,45.33,55,3
SEKAI NO OWARI,37.5,75,4
Seksendört,39.0,39,1
Sekta Core,37.22,41,9
Sektor Gaza,51.0,51,1
Selda Bağcan,30.11,36,9
Selena,0.17,1,6
Selena Gomez,31.37,80,19
Selena Gomez & The Scene,78.33,81,3
selfyy,38.0,38,1
Sella Vie;Mister Calm;himood,36.5,41,2
Selma India,58.0,58,1
Selmon;Bausa,47.0,47,1
Sem Compromisso,42.67,44,3
Sem Reznha,45.4,51,5
Semblant,28.0,28,1
Semisonic,0.0,0,2
Sempre Livre,44.0,44,1
Sena Şener,39.0,39,2
Senri Oe,43.0,43,1
Sensação,40.0,40,1
SENSE,55.0,55,1
Sensey,36.43,39,7
Sensimilla Dub,33.0,33,1
Sentenced,33.5,45,4
Seon,55.33,68,9
Seori,61.0,61,1
Sephyx;Syren,20.5,21,2
September,66.0,66,1
Septeto Acarey;Bembe Orquesta,29.0,29,1
Septicflesh,47.0,47,1
Sepultura,23.28,62,32
Serú Girán,44.67,46,3
Sera Savaş,43.0,43,3
Serani,48.5,64,2
Serap Mutlu Akbulut,39.0,39,1
Serena Assumpção;Gustavo Souza;Tatá Aeroplano;Tulipa Ruiz,39.0,39,2
Serena Mendes,26.0,26,1
Serena Rossi,26.0,28,3
Serene & Pax,63.0,63,1
Serge Legran,40.0,42,2
Serge Reggiani,36.0,36,1
Sergei Lemeshev,0.67,6,57
Sergei Prokofiev;Chicago Symphony Orchestra;Claudio Abbado,0.0,0,7
Sergei Rachmaninoff;Marko Stuparevic,0.0,0,7
Sergent Garcia,33.0,33,1
Sergey Nikitin;Татьяна Никитина,9.5,11,4
Sergio Dalma,20.0,31,3
Sergio Esquivel,30.25,35,4
Sergio Galleguillo Y Los Amigos,44.0,44,1
Sergio & Odair Assad,22.25,24,4
"Sergio Vega ""El Shaka""",40.0,48,9
Serhat Durmus,47.57,67,23
Serial Killaz,19.5,21,2
Seringai,34.4,42,15
Serkan Kaya,24.93,33,14
Sero,37.0,37,1
Serpentor,22.33,25,3
Serph,18.25,41,8
Serrini,44.67,53,6
Sertab Erener,40.78,48,40
Serum,20.55,56,11
Servando & Florentino,29.5,31,4
Serzo,20.0,20,2
Sesto Sento,38.0,38,1
Set It Off,20.31,68,13
Seth,18.0,18,1
Seth Lakeman,27.0,27,1
Seth Troxler,11.89,33,18
Seth XVI,55.0,55,1
Seu Jorge,41.05,53,21
Seu Pereira e Coletivo 401,42.0,43,3
SEULGI,78.0,78,1
Seven Kayne;MYKKA;Omar Varela,44.0,44,1
Seven Lions;SLANDER;Dabin;Dylan Matthew,34.14,60,80
SevenDoors,45.0,45,1
Sevendust,24.72,32,29
SEVENTEEN,71.43,80,14
Sevi Rin;Young Lime,40.0,40,1
Sevyn Streeter,57.67,69,3
SEX MACHINEGUNS,20.0,20,1
Sex Pistols,62.5,63,2
Sex Prisoner,14.39,24,23
Sexion d'Assaut,34.0,34,1
Sexteto Cristal;Guillermo Rozenthuler,19.25,20,4
Sexteto Juventud,28.0,28,1
Sexteto Mayor,19.83,23,6
Sexteto Milonguero,18.83,24,6
Seyi Shay;Patoranking;Shadrach Adeboye,1.0,4,4
Seyyal Taner,43.0,43,1
Sezairi,73.0,73,2
Sezen Aksu,40.5,43,8
Sezja,58.0,58,1
